Datetime,Thrust_Value
01.06.2019 08:00,7.515
01.06.2019 08:00,13.942
01.06.2019 08:00,34.895
01.06.2019 08:00,103.139
01.06.2019 08:00,168.703
01.06.2019 08:00,224.813
01.06.2019 08:00,236.503
01.06.2019 08:00,254.573
01.06.2019 08:00,277.913
01.06.2019 08:00,266.693
01.06.2019 08:00,293.213
01.06.2019 08:00,341.773
01.06.2019 08:00,392.053
01.06.2019 08:00,463.023
01.06.2019 08:00,522.383
01.06.2019 08:00,564.333
01.06.2019 08:00,623.233
01.06.2019 08:00,672.723
01.06.2019 08:00,698.463
01.06.2019 08:00,719.473
01.06.2019 08:00,744.113
01.06.2019 08:00,819.523
01.06.2019 08:00,925.793
01.06.2019 08:00,1041.453
01.06.2019 08:00,1125.123
01.06.2019 08:00,1214.323
01.06.2019 08:00,1316.823
01.06.2019 08:00,1418.023
01.06.2019 08:00,1510.323
01.06.2019 08:00,1632.923
01.06.2019 08:00,1741.123
01.06.2019 08:00,1862.923
01.06.2019 08:00,2002.723
01.06.2019 08:00,2130.123
01.06.2019 08:00,2224.423
01.06.2019 08:00,2333.523
01.06.2019 08:00,2447.223
01.06.2019 08:00,2605.323
01.06.2019 08:00,2759.023
01.06.2019 08:00,2914.923
01.06.2019 08:00,3098.723
01.06.2019 08:00,3316.023
01.06.2019 08:00,3521.123
01.06.2019 08:00,3753.323
01.06.2019 08:00,4019.223
01.06.2019 08:00,4261.523
01.06.2019 08:00,4415.923
01.06.2019 08:00,4468.123
01.06.2019 08:00,4413.623
01.06.2019 08:00,4382.923
01.06.2019 08:00,4332.823
01.06.2019 08:00,4281.023
01.06.2019 08:00,4324.223
01.06.2019 08:00,4363.023
01.06.2019 08:00,4338.223
01.06.2019 08:00,4297.723
01.06.2019 08:00,4283.523
01.06.2019 08:00,4323.223
01.06.2019 08:00,4366.923
01.06.2019 08:00,4393.923
01.06.2019 08:01,4338.123
01.06.2019 08:01,4320.023
01.06.2019 08:01,4329.923
01.06.2019 08:01,4355.123
01.06.2019 08:01,4394.223
01.06.2019 08:01,4356.123
01.06.2019 08:01,4288.223
01.06.2019 08:01,4256.423
01.06.2019 08:01,4242.623
01.06.2019 08:01,4252.423
01.06.2019 08:01,4267.023
01.06.2019 08:01,4276.823
01.06.2019 08:01,4301.723
01.06.2019 08:01,4321.023
01.06.2019 08:01,4346.623
01.06.2019 08:01,4299.823
01.06.2019 08:01,4321.123
01.06.2019 08:01,4298.023
01.06.2019 08:01,4310.323
01.06.2019 08:01,4347.323
01.06.2019 08:01,4336.623
01.06.2019 08:01,4283.123
01.06.2019 08:01,4219.623
01.06.2019 08:01,4200.023
01.06.2019 08:01,4201.923
01.06.2019 08:01,4258.223
01.06.2019 08:01,4247.323
01.06.2019 08:01,4214.823
01.06.2019 08:01,4229.623
01.06.2019 08:01,4257.823
